system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,correct_photos,lc1,lc_lu_special_remark,photo_east_descr,photo_north_descr,photo_south_descr,photo_west_descr,point_id,survey_date,.geo
0000000000000000001c_0,110.0,257.0,1741.0,947.0,388.0,794.0,588.0,1156.0,3380.0,4274.0,4623.0,4431.0,4028.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,80.0,59.0,1800.0,2,B15,10,Oats,Gras Clover Mix,Oats,Gras Clover Mix,49343070,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_0,65.0,407.5,2255.0,1386.0,447.0,701.0,699.0,1204.5,2185.5,2374.0,2514.5,2742.5,2665.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,71.0,71.0,842.5,0,B15,10,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,53223808,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_0,101.5,473.0,2484.0,1501.5,562.5,875.0,897.5,1338.0,2574.0,3046.5,3098.5,3303.5,3418.5,0.0,0.0,0.0,0.0,0.0,4.0,57.0,88.5,91.0,893.5,0,B15,10,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,29862156,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059_0,59.0,424.0,2828.0,2049.0,740.0,1119.0,1069.0,1758.0,3387.0,4001.0,4303.0,4183.0,4607.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,114.0,109.0,1270.0,0,B15,10,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,48603234,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061_0,107.0,390.0,2345.0,1429.5,582.0,1010.0,664.5,1560.0,3515.5,4222.5,4465.0,4195.0,4264.5,0.0,0.0,0.0,0.0,0.0,4.0,59.0,103.0,67.0,1518.0,0,B15,10,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,49363074,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_0,100.0,818.0,3367.0,3207.0,1081.0,1477.0,1984.0,2132.0,2275.0,2358.0,2537.0,2573.0,2594.0,0.0,0.0,0.0,0.0,0.0,5.0,110.0,150.0,202.0,1200.0,3,B16,10,Maize,Maize,Harvested grain,Gras Clover Mix,50883480,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_0,199.0,1153.5,1988.0,1959.5,1074.5,1007.5,1000.0,1196.0,1603.0,1997.5,2073.5,2287.5,3736.5,2.0,0.0,0.0,0.0,0.0,6.0,109.0,102.5,101.5,1733.5,2,B16,10,Wheat,Harvested grain,Harvested grain,Gras Clover Mix,48162788,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067_0,64.0,384.0,2509.0,1916.0,609.0,969.0,865.0,1600.0,2818.0,3197.0,3278.0,3301.0,3491.0,0.0,0.0,0.0,0.0,0.0,4.0,62.0,98.0,88.0,1162.0,0,B18,10,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,50043402,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069_0,64.0,307.0,1790.0,1028.0,349.0,664.0,449.0,1076.0,2990.0,3638.0,3877.0,3829.0,4104.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,67.0,45.0,1163.0,0,B18,10,Maize,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,50083404,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_0,99.0,393.0,2030.0,1614.0,567.0,860.0,942.0,1419.0,2077.0,2330.0,2486.0,2507.0,2594.0,0.0,0.0,0.0,0.0,0.0,4.0,57.0,87.0,96.0,1200.0,0,B21,10,Peas,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,49383072,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_0,142.0,5393.0,2438.0,2291.0,5029.0,4730.0,4455.0,4884.0,5398.0,5572.0,5711.0,5566.0,7193.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,926.0,0,B21,10,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,29022372,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b_0,91.0,387.0,2496.0,1712.0,489.0,805.0,709.0,1281.0,3141.0,3692.0,3669.0,3991.0,3275.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,82.0,72.0,1517.0,0,B21,10,Maize,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,50783470,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_0,83.0,649.0,3086.0,2452.0,797.0,1126.0,1290.0,1777.0,2821.0,3112.0,3167.0,3272.0,3237.0,0.0,0.0,0.0,0.0,0.0,4.0,81.0,114.0,131.0,1282.0,1,B32,10,Harvested grain,Potatoes,Potatoes,Gras Clover Mix,51243788,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a_0,142.0,526.0,1731.0,1044.0,692.0,1068.0,844.0,1628.0,4326.0,4984.0,5097.0,5100.0,5714.0,3.0,0.0,0.0,0.0,1024.0,9.0,70.0,108.0,86.0,1343.0,2,B32,10,Winter oilseed rape,Winter oilseed rape,Gras Clover Mix,Gras Clover Mix,34702760,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082_0,163.0,659.0,3204.0,2316.0,815.0,1283.0,1374.0,2359.0,3629.0,4099.0,4552.0,4246.0,3926.0,0.0,0.0,0.0,0.0,0.0,4.0,83.0,130.0,140.0,1613.0,2,B41,10,Peas,Peas,Gras Clover Mix,Gras Clover Mix,32901860,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c_0,174.0,3827.0,4268.0,3725.5,4045.5,4002.0,3964.5,4303.5,4321.5,4369.0,4676.5,4398.5,9037.5,50.0,0.0,0.0,0.0,512.0,7.0,184.0,202.5,219.5,1832.5,0,B41,10,Maize,Maize,Maize,Gras Clover Mix,56462316,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_0,201.0,5314.0,4303.0,3464.0,7742.0,6691.0,5569.0,5802.0,5851.0,5733.0,7696.0,5533.0,12604.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1853.0,4,B55,10,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,44542518,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_0,122.0,1008.0,3286.0,2975.0,1198.0,1615.0,2046.0,2289.0,2409.0,2722.0,2685.0,2803.0,3209.0,0.0,0.0,0.0,0.0,0.0,5.0,122.0,164.0,208.0,1702.0,4,B55,10,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,45862778,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_0,154.5,551.5,2503.5,1373.5,605.5,881.5,724.5,1381.5,3566.5,4399.0,4547.5,4709.5,4816.0,0.0,0.0,0.0,0.0,1024.0,7.0,61.0,89.5,73.0,1608.0,4,B55,10,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,46862784,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086_0,202.0,722.0,1595.0,731.0,664.0,830.0,677.0,1264.0,3505.0,4053.0,4203.0,4332.0,4324.0,1.0,0.0,0.0,0.0,1024.0,4.0,67.0,84.0,69.0,1225.0,4,B55,10,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,Gras Clover Mix,34402780,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d_0,196.0,882.0,3349.0,2880.0,857.0,1144.0,1772.0,2298.0,2378.0,2533.0,2477.0,2639.0,2643.0,0.0,0.0,0.0,0.0,0.0,5.0,87.0,116.0,180.0,1850.0,2,B11,10,Harvested grain,Gras Clover Mix,Barley,Harvested grain,64321660,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_0,196.0,785.0,3544.0,2919.0,1104.0,1449.0,1959.0,2262.0,2374.0,2513.0,2516.0,2632.0,2597.0,0.0,0.0,0.0,0.0,0.0,5.0,112.0,147.0,199.0,1918.0,2,B11,10,Oats,Harvested grain,Barley,Harvested grain,64341660,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_0,197.0,992.0,3758.0,3027.0,1332.0,1798.0,2323.0,2604.0,2674.0,2807.0,2851.0,3058.0,3070.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,183.0,236.0,1831.0,3,B13,10,Wheat,Barley,Harvested grain,Harvested grain,64381660,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d_0,83.0,600.0,2567.0,2108.0,573.0,962.0,1014.0,1147.0,2161.0,2394.0,3263.0,2524.0,2375.0,0.0,0.0,0.0,0.0,0.0,4.0,58.0,98.0,103.0,1275.0,2,B13,10,Harvested grain,Gras Clover Mix,Maize,Harvested grain,51243782,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_0,197.0,12029.0,5304.0,4131.0,11383.0,10078.0,9320.0,9743.0,8868.0,8512.0,8747.0,8154.0,14639.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1246.0,4,B13,8,Harvested grain,Harvested grain,Harvested grain,Harvested grain,34703702,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072_0,83.0,834.0,3878.0,3622.0,1108.0,1501.0,1896.0,2230.0,2475.0,2642.0,2760.0,2850.0,2897.0,0.0,0.0,0.0,0.0,0.0,5.0,113.0,153.0,193.0,1200.0,4,B13,10,Harvested grain,Harvested grain,Harvested grain,Harvested grain,51303790,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_0,94.0,614.0,3232.0,2768.0,981.0,1425.0,1872.0,1891.0,2676.0,3044.0,2733.0,3245.0,3550.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,145.0,190.0,1236.0,1,B16,10,Gras Clover Mix,Peas,Gras Clover Mix,Harvested grain,50743476,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_0,122.0,466.0,2727.0,2174.0,1196.0,1633.0,1947.0,1966.0,2605.0,2885.0,2679.0,3051.0,3455.0,0.0,0.0,0.0,0.0,0.0,7.0,121.0,166.0,198.0,1702.0,4,B16,10,Maize,Maize,Maize,Harvested grain,45822778,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_0,123.0,851.0,3892.0,3423.0,1186.0,1698.0,2235.0,2612.0,2816.0,3009.0,3058.0,3163.0,3173.0,0.0,0.0,0.0,0.0,0.0,5.0,120.0,173.0,227.0,1652.0,4,B16,10,Harvested grain,Maize,Maize,Harvested grain,45862772,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e_0,189.0,570.0,1712.0,1340.0,870.0,940.0,1182.0,1354.0,1465.0,1515.0,1614.0,1583.0,2200.0,0.0,0.0,0.0,0.0,0.0,5.0,88.0,95.0,120.0,1947.0,4,B16,10,Maize,Maize,Maize,Harvested grain,47262648,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052_0,199.0,538.0,2296.5,1996.0,617.0,757.0,935.5,1118.0,1282.5,1415.0,1450.0,1552.5,1979.5,1.5,0.0,0.0,0.0,512.0,7.0,62.5,76.5,95.0,1958.0,3,B16,10,Harvested grain,Wheat,Harvested grain,Harvested grain,48182788,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_0,142.5,650.5,3694.0,3486.0,934.0,1253.0,1719.5,1969.0,2188.5,2349.0,2505.0,2570.5,2644.5,0.0,0.0,0.0,0.0,0.0,5.0,95.0,127.5,175.0,1316.0,4,B16,10,Harvested grain,Harvested grain,Harvested grain,Harvested grain,44683344,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_0,59.0,933.0,3996.0,3770.0,1124.0,1402.0,1768.0,2121.0,2467.0,2639.0,2924.0,2918.0,3191.0,0.0,0.0,0.0,0.0,0.0,5.0,114.0,143.0,180.0,956.0,2,B21,10,Maize,Harvested grain,Wheat,Harvested grain,48583214,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078_0,65.0,316.5,2189.5,1306.5,475.5,826.5,765.0,1212.5,2492.0,2793.0,3156.0,3140.0,3271.5,0.0,0.0,0.0,0.0,0.0,4.0,48.0,84.0,77.5,906.0,1,B32,10,Maize,Gras Clover Mix,Maize,Harvested grain,53443812,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_0,171.0,504.0,1350.0,630.0,524.0,943.0,611.0,1375.0,4556.0,5619.0,5556.0,5840.0,4414.0,1.0,0.0,0.0,0.0,0.0,4.0,53.0,96.0,62.0,1978.0,1,B32,10,Peas,Peas,Peas,Winter oilseed rape,48882790,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_0,202.0,371.0,1358.0,793.0,551.0,913.0,547.0,1309.0,4020.0,4660.0,4731.0,4872.0,5170.0,1.0,0.0,0.0,0.0,0.0,4.0,56.0,93.0,55.0,1345.0,3,B32,10,Winter oilseed rape,Winter oilseed rape,Gras Clover Mix,Winter oilseed rape,34382768,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
